"Congress","State","Party","Full.Name","born","died","Member.x","sess_1.x","sess_2.x","age","Member.y","Reason","Category_1","Category_2"
111,"CA","D","Karen Lorraine Jacqueline (Jackie) Speier",1950,NA,"Jackie Speier",2009,2010,57,NA,NA,NA,NA
111,"CA","D","Fortney Hillman (pete) Stark Jr.",1931,NA,"Pete Stark",2009,2010,76,NA,NA,NA,NA
111,"CA","D","Ellen O'Kane Tauscher",1951,NA,"Ellen Tauscher",2009,2010,56,"Ellen Tauscher","Appointed to Obama administration","C","NA"
111,"CA","D","Michael Thompson",1951,NA,"Michael Thompson",2009,2010,56,NA,NA,NA,NA
111,"CA","D","Maxine Waters",1938,NA,"Maxine Waters",2009,2010,69,NA,NA,NA,NA
111,"CA","D","Diane Edith Watson",1933,NA,"Diane Watson",2009,2010,74,NA,NA,NA,NA
111,"CA","D","Henry Arnold Waxman",1939,NA,"Henry Waxman",2009,2010,68,NA,NA,NA,NA
111,"CA","D","Lynn C. Woolsey",1937,NA,"Lynn Woolsey",2009,2010,70,NA,NA,NA,NA
111,"CA","R","Brian P. Bilbray",1951,NA,"Brian Bilbray",2009,2010,56,NA,NA,NA,NA
111,"CA","R","Mary Bono",1961,NA,"Mary Bono",2009,2010,46,NA,NA,NA,NA
111,"CA","R","Ken Calvert",1953,NA,"Ken Calvert",2009,2010,54,NA,NA,NA,NA
111,"CA","R","John (of California) Campbell",1955,NA,"O Campbell",2009,2010,52,NA,NA,NA,NA
111,"CA","R","David Timothy Dreier",1952,NA,"David Dreier",2009,2010,55,NA,NA,NA,NA
111,"CA","R","Elton W. Gallegly",1944,NA,"Elton Gallegly",2009,2010,63,NA,NA,NA,NA
111,"CA","R","Walter William (Wally) Herger",1945,NA,"Wally Herger",2009,2010,62,NA,NA,NA,NA
111,"CA","R","Duncan Duane Hunter",1976,NA,"Duncan Hunter",2009,2010,31,NA,NA,NA,NA
111,"CA","R","Darrell Issa",1953,NA,"Darrell Issa",2009,2010,54,NA,NA,NA,NA
111,"CA","R","Charles Jeremy (Jerry) Lewis",1934,NA,"Jerry Lewis",2009,2010,73,NA,NA,NA,NA
111,"CA","R","Daniel Edward Lungren",1946,NA,"Daniel Lungren",2009,2010,61,NA,NA,NA,NA
111,"CA","R","Kevin Mccarthy",1965,NA,"Kevin Mccarthy",2009,2010,42,NA,NA,NA,NA
111,"CA","R","Tom Mcclintock",1956,NA,"Tom Mcclintock",2009,2010,51,NA,NA,NA,NA
111,"CA","R","Howard P. (Buck) Mckeon",1938,NA,"Buck Mckeon",2009,2010,69,NA,NA,NA,NA
111,"CA","R","Gary G. Miller",1948,NA,"Gary Miller",2009,2010,59,NA,NA,NA,NA
111,"CA","R","Devin Nunes",1973,NA,"Devin Nunes",2009,2010,34,NA,NA,NA,NA
111,"CA","R","George P. Radanovich",1955,NA,"George Radanovich",2009,2010,52,NA,NA,NA,NA
111,"CA","R","Dana Rohrabacher",1947,NA,"Dana Rohrabacher",2009,2010,60,NA,NA,NA,NA
111,"CA","R","Edward Randall Royce",1951,NA,"Edward Royce",2009,2010,56,NA,NA,NA,NA
111,"CO","D","Michael F. Bennet",1964,NA,"Michael Bennet",2009,2010,43,NA,NA,NA,NA
111,"CO","D","Diana Degette",1957,NA,"Diana Degette",2009,2010,50,NA,NA,NA,NA
111,"CO","D","Betsy Markey",1956,NA,"Betsy Markey",2009,2010,51,NA,NA,NA,NA
111,"CO","D","Ed Perlmutter",1953,NA,"Ed Perlmutter",2009,2010,54,NA,NA,NA,NA
111,"CO","D","Jared Polis",1975,NA,"Jared Polis",2009,2010,32,NA,NA,NA,NA
111,"CO","D","John Salazar",1953,NA,"John Salazar",2009,2010,54,"Ken Salazar","Appointed to Obama administration","C","NA"
111,"CO","D","Kenneth Lee Salazar",1955,NA,"Kenneth Salazar",2009,2010,52,"Ken Salazar","Appointed to Obama administration","C","NA"
111,"CO","D","Mark Udall",1950,NA,"Mark Udall",2009,2010,57,NA,NA,NA,NA
111,"CO","R","Mike Coffman",1955,NA,"Mike Coffman",2009,2010,52,NA,NA,NA,NA
111,"CO","R","Doug Lamborn",1954,NA,"Doug Lamborn",2009,2010,53,NA,NA,NA,NA
111,"CT","D","Joe Courtney",1953,NA,"Joe Courtney",2009,2010,54,NA,NA,NA,NA
111,"CT","D","Rosa L. Delauro",1943,NA,"Rosa Delauro",2009,2010,64,NA,NA,NA,NA
111,"CT","D","Christopher John Dodd",1944,NA,"Christopher Dodd",2009,2010,63,NA,NA,NA,NA
111,"CT","D","James A. Himes",1966,NA,"James Himes",2009,2010,41,NA,NA,NA,NA
111,"CT","D","John B. Larson",1948,NA,"John Larson",2009,2010,59,NA,NA,NA,NA
111,"CT","D","Joseph I. Lieberman",1942,NA,"Joseph Lieberman",2009,2010,65,NA,NA,NA,NA
111,"CT","D","Christopher Murphy",1973,NA,"Christopher Murphy",2009,2010,34,NA,NA,NA,NA
111,"DE","D","Joseph Robinette Biden Jr.",1942,NA,"Joseph Biden",2009,2010,65,"Joe Biden","Elected vice president","C","NA"
111,"DE","D","Thomas Richard Carper",1947,NA,"Thomas Carper",2009,2010,60,NA,NA,NA,NA
111,"DE","D","Christopher A. Coons",1963,NA,"Christopher Coons",2009,2010,44,NA,NA,NA,NA
111,"DE","D","Edward E. (Ted) Kaufman",1939,NA,"Ted Kaufman",2009,2010,68,NA,NA,NA,NA
111,"DE","R","Michael Newbold Castle",1939,NA,"Michael Castle",2009,2010,68,NA,NA,NA,NA
111,"FL","D","F. Allen Boyd Jr.",1945,NA,"F. Boyd",2009,2010,62,NA,NA,NA,NA
111,"FL","D","Corrine Brown",1946,NA,"Corrine Brown",2009,2010,61,NA,NA,NA,NA
111,"FL","D","Kathy Castor",1966,NA,"Kathy Castor",2009,2010,41,NA,NA,NA,NA
111,"FL","D","Theodore E. (Ted) Deutch",1966,NA,"Ted Deutch",2009,2010,41,NA,NA,NA,NA
111,"FL","D","Alan Grayson",1958,NA,"Alan Grayson",2009,2010,49,NA,NA,NA,NA
111,"FL","D","Alcee Lamar Hastings",1936,NA,"Alcee Hastings",2009,2010,71,NA,NA,NA,NA
111,"FL","D","Ron Klein",1957,NA,"Ron Klein",2009,2010,50,NA,NA,NA,NA
111,"FL","D","Suzanne M. Kosmas",1944,NA,"Suzanne Kosmas",2009,2010,63,NA,NA,NA,NA
111,"FL","D","Kendrick B. Meek",1966,NA,"Kendrick Meek",2009,2010,41,NA,NA,NA,NA
111,"FL","D","Clarence William (Bill) Nelson",1942,NA,"Bill Nelson",2009,2010,65,NA,NA,NA,NA
111,"FL","D","Debbie Wasserman Schultz",1966,NA,"Debbie Wasserman Schultz",2009,2010,41,NA,NA,NA,NA
111,"FL","D","Robert Wexler",1961,NA,"Robert Wexler",2009,2010,46,"Robert Wexler","Took a job with Middle East think tank","D","NA"
111,"FL","R","Gus Bilirakis",1963,NA,"Gus Bilirakis",2009,2010,44,NA,NA,NA,NA
111,"FL","R","Virginia (Ginny) Brown-waite",1943,NA,"Ginny Brown-waite",2009,2010,64,NA,NA,NA,NA
111,"FL","R","Vernon G. Buchanan",1951,NA,"Vernon Buchanan",2009,2010,56,NA,NA,NA,NA
111,"FL","R","Ander Crenshaw",1944,NA,"Ander Crenshaw",2009,2010,63,NA,NA,NA,NA
111,"FL","R","Mario Diaz-balart",1961,NA,"Mario Diaz-balart",2009,2010,46,NA,NA,NA,NA
111,"FL","R","Lincoln Diaz-balart",1954,NA,"Lincoln Diaz-balart",2009,2010,53,NA,NA,NA,NA
111,"FL","R","George S. Lemieux",1969,NA,"George Lemieux",2009,2010,38,NA,NA,NA,NA
111,"FL","R","Connie Mack",1967,NA,"Connie Mack",2009,2010,40,NA,NA,NA,NA
111,"FL","R","Melquiades R. (Mel) Martinez",1946,NA,"Mel Martinez",2009,2010,61,NA,NA,NA,NA
111,"FL","R","John L. Mica",1943,NA,"John Mica",2009,2010,64,NA,NA,NA,NA
111,"FL","R","Jefferson B. (Jeff) Miller",1959,NA,"Jeff Miller",2009,2010,48,NA,NA,NA,NA
111,"FL","R","Bill Posey",1947,NA,"Bill Posey",2009,2010,60,NA,NA,NA,NA
111,"FL","R","Adam Putnam",1974,NA,"Adam Putnam",2009,2010,33,NA,NA,NA,NA
111,"FL","R","Thomas J. Rooney",1970,NA,"Thomas Rooney",2009,2010,37,NA,NA,NA,NA
111,"FL","R","Ileana Ros-lehtinen",1952,NA,"Ileana Ros-lehtinen",2009,2010,55,NA,NA,NA,NA
111,"FL","R","Clifford Bundy Stearns",1941,NA,"Clifford Stearns",2009,2010,66,NA,NA,NA,NA
111,"FL","R","Charles William (Bill) Young",1930,2013,"Bill Young",2009,2010,77,NA,NA,NA,NA
111,"GA","D","John Barrow",1955,NA,"John Barrow",2009,2010,52,NA,NA,NA,NA
111,"GA","D","Sanford Dixon Bishop Jr.",1947,NA,"Sanford Bishop",2009,2010,60,NA,NA,NA,NA
111,"GA","D","Hank Johnson",1954,NA,"Hank Johnson",2009,2010,53,NA,NA,NA,NA
111,"GA","D","John R. Lewis",1940,NA,"John Lewis",2009,2010,67,NA,NA,NA,NA
111,"GA","D","Jim Marshall",1948,NA,"Jim Marshall",2009,2010,59,NA,NA,NA,NA
111,"GA","D","David Scott",1945,NA,"David Scott",2009,2010,62,NA,NA,NA,NA
111,"GA","R","Paul C. Broun Jr.",1946,NA,"Paul Broun",2009,2010,61,NA,NA,NA,NA
111,"GA","R","Saxby Chambliss",1943,NA,"Saxby Chambliss",2009,2010,64,NA,NA,NA,NA
111,"GA","R","John Nathan Deal",1942,NA,"John Deal",2009,2010,65,"Nathan Deal","To focus on his run for governor; ethics investigation","B","C"
111,"GA","R","Phil Gingrey",1942,NA,"Phil Gingrey",2009,2010,65,NA,NA,NA,NA
111,"GA","R","Tom Graves",1970,NA,"Tom Graves",2009,2010,37,NA,NA,NA,NA
111,"GA","R","Johnny Isakson",1944,NA,"Johnny Isakson",2009,2010,63,NA,NA,NA,NA
111,"GA","R","Jack Kingston",1955,NA,"Jack Kingston",2009,2010,52,NA,NA,NA,NA
111,"GA","R","John Elmer Linder",1942,NA,"John Linder",2009,2010,65,NA,NA,NA,NA
111,"GA","R","Tom Price",1954,NA,"Tom Price",2009,2010,53,NA,NA,NA,NA
111,"GA","R","Lynn A. Westmoreland",1950,NA,"Lynn Westmoreland",2009,2010,57,NA,NA,NA,NA
111,"HI","D","Neil Abercrombie",1938,NA,"Neil Abercrombie",2009,2010,69,"Neil Abercrombie","To focus on his run for governor","C","NA"
111,"HI","D","Daniel Kahikina Akaka",1924,NA,"Daniel Akaka",2009,2010,83,NA,NA,NA,NA
111,"HI","D","Mazie Hirono",1947,NA,"Mazie Hirono",2009,2010,60,NA,NA,NA,NA
111,"HI","D","Daniel Ken Inouye",1924,2012,"Daniel Inouye",2009,2010,83,NA,NA,NA,NA
111,"HI","R","Charles Djou",1970,NA,"Charles Djou",2009,2010,37,NA,NA,NA,NA
111,"IA","D","Leonard L. Boswell",1934,NA,"Leonard Boswell",2009,2010,73,NA,NA,NA,NA
111,"IA","D","Bruce Braley",1957,NA,"Bruce Braley",2009,2010,50,NA,NA,NA,NA
111,"IA","D","Thomas Richard (Tom) Harkin",1939,NA,"Tom Harkin",2009,2010,68,NA,NA,NA,NA
111,"IA","D","Dave Loebsack",1952,NA,"Dave Loebsack",2009,2010,55,NA,NA,NA,NA
111,"IA","R","Charles Ernest Grassley",1933,NA,"Charles Grassley",2009,2010,74,NA,NA,NA,NA
111,"IA","R","Steve King",1949,NA,"Steve King",2009,2010,58,NA,NA,NA,NA
111,"IA","R","Thomas Latham",1948,NA,"Thomas Latham",2009,2010,59,NA,NA,NA,NA
111,"ID","D","Walt Minnick",1942,NA,"Walt Minnick",2009,2010,65,NA,NA,NA,NA
111,"ID","R","Michael Dean Crapo",1951,NA,"Michael Crapo",2009,2010,56,NA,NA,NA,NA
111,"ID","R","James Risch",1943,NA,"James Risch",2009,2010,64,NA,NA,NA,NA
111,"ID","R","Michael K. Simpson",1950,NA,"Michael Simpson",2009,2010,57,NA,NA,NA,NA
111,"IL","D","Melissa L. Bean",1962,NA,"Melissa Bean",2009,2010,45,NA,NA,NA,NA
111,"IL","D","Roland Burris",1937,NA,"Roland Burris",2009,2010,70,NA,NA,NA,NA
111,"IL","D","Jerry Francis Costello",1949,NA,"Jerry Costello",2009,2010,58,NA,NA,NA,NA
111,"IL","D","Danny K. Davis",1941,NA,"Danny Davis",2009,2010,66,NA,NA,NA,NA
111,"IL","D","Richard Joseph Durbin",1944,NA,"Richard Durbin",2009,2010,63,NA,NA,NA,NA
111,"IL","D","Bill Foster",1955,NA,"Bill Foster",2009,2010,52,NA,NA,NA,NA
111,"IL","D","Luis V. Gutiérrez",1953,NA,"Luis Gutiérrez",2009,2010,54,NA,NA,NA,NA
111,"IL","D","Deborah L. Halvorson",1958,NA,"Deborah Halvorson",2009,2010,49,NA,NA,NA,NA
111,"IL","D","Phil Hare",1949,NA,"Phil Hare",2009,2010,58,NA,NA,NA,NA
111,"IL","D","Jesse L. Jackson Jr.",1965,NA,"Jesse Jackson",2009,2010,42,NA,NA,NA,NA
111,"IL","D","Daniel Lipinski",1966,NA,"Daniel Lipinski",2009,2010,41,NA,NA,NA,NA
111,"IL","D","Mike Quigley",1958,NA,"Mike Quigley",2009,2010,49,NA,NA,NA,NA
111,"IL","D","Bobby L. Rush",1946,NA,"Bobby Rush",2009,2010,61,NA,NA,NA,NA
111,"IL","D","Janice D. Schakowsky",1944,NA,"Janice Schakowsky",2009,2010,63,NA,NA,NA,NA
111,"IL","R","Judy Borg Biggert",1937,NA,"Judy Biggert",2009,2010,70,NA,NA,NA,NA
111,"IL","R","Timothy V. Johnson",1946,NA,"Timothy Johnson",2009,2010,61,NA,NA,NA,NA
111,"IL","R","Mark Steven Kirk",1959,NA,"Mark Kirk",2009,2010,48,"Mark Kirk","Elected U.S. senator","C","NA"
111,"IL","R","Mark Steven Kirk",1959,NA,"Mark Kirk",2009,2010,48,"Mark Kirk","Elected U.S. senator","C","NA"
111,"IL","R","Donald A. Manzullo",1944,NA,"Donald Manzullo",2009,2010,63,NA,NA,NA,NA
111,"IL","R","Peter Roskam",1961,NA,"Peter Roskam",2009,2010,46,NA,NA,NA,NA
111,"IL","R","Aaron Schock",1981,NA,"Aaron Schock",2009,2010,26,NA,NA,NA,NA
111,"IL","R","John M. Shimkus",1958,NA,"John Shimkus",2009,2010,49,NA,NA,NA,NA
111,"IN","D","Evan Bayh",1955,NA,"Evan Bayh",2009,2010,52,NA,NA,NA,NA
111,"IN","D","André Carson",1974,NA,"André Carson",2009,2010,33,NA,NA,NA,NA
111,"IN","D","Joe Donnelly",1955,NA,"Joe Donnelly",2009,2010,52,NA,NA,NA,NA
111,"IN","D","Brad Ellsworth",1958,NA,"Brad Ellsworth",2009,2010,49,NA,NA,NA,NA
111,"IN","D","Baron P. Hill",1953,NA,"Baron Hill",2009,2010,54,NA,NA,NA,NA
111,"IN","D","Peter Visclosky",1949,NA,"Peter Visclosky",2009,2010,58,NA,NA,NA,NA
111,"IN","R","Danny Lee Burton",1938,NA,"Danny Burton",2009,2010,69,NA,NA,NA,NA
111,"IN","R","Stephen Earle Buyer",1958,NA,"Stephen Buyer",2009,2010,49,NA,NA,NA,NA
111,"IN","R","Richard Green Lugar",1932,NA,"Richard Lugar",2009,2010,75,NA,NA,NA,NA
111,"IN","R","Mike Pence",1959,NA,"Mike Pence",2009,2010,48,NA,NA,NA,NA
111,"IN","R","Mark Edward Souder",1950,NA,"Mark Souder",2009,2010,57,"Mark Souder","Extramarital affair","A","NA"
111,"IN","R","Marlin Stutzman",1976,NA,"Marlin Stutzman",2009,2010,31,NA,NA,NA,NA
111,"KS","D","Dennis Moore",1945,NA,"Dennis Moore",2009,2010,62,NA,NA,NA,NA
111,"KS","R","Sam Dale Brownback",1956,NA,"Sam Brownback",2009,2010,51,NA,NA,NA,NA
111,"KS","R","Lynn Jenkins",1963,NA,"Lynn Jenkins",2009,2010,44,NA,NA,NA,NA
111,"KS","R","Jerry Moran",1954,NA,"Jerry Moran",2009,2010,53,NA,NA,NA,NA
111,"KS","R","Charles Patrick (Pat) Roberts",1936,NA,"Pat Roberts",2009,2010,71,NA,NA,NA,NA
111,"KS","R","Todd Tiahrt",1951,NA,"Todd Tiahrt",2009,2010,56,NA,NA,NA,NA
111,"KY","D","A. B. (Ben) Chandler",1959,NA,"Ben Chandler",2009,2010,48,NA,NA,NA,NA
111,"KY","D","John Yarmuth",1947,NA,"John Yarmuth",2009,2010,60,NA,NA,NA,NA
111,"KY","R","James Paul David Bunning",1931,NA,"James Bunning",2009,2010,76,NA,NA,NA,NA
111,"KY","R","Geoffrey C. (Geoff) Davis",1958,NA,"Geoff Davis",2009,2010,49,NA,NA,NA,NA
111,"KY","R","Brett Guthrie",1964,NA,"Brett Guthrie",2009,2010,43,NA,NA,NA,NA
111,"KY","R","Addison Mitchell (Mitch) Mcconnell",1942,NA,"Mitch Mcconnell",2009,2010,65,NA,NA,NA,NA
111,"KY","R","Harold Dallas (Hal) Rogers",1937,NA,"Hal Rogers",2009,2010,70,NA,NA,NA,NA
111,"KY","R","Wayne Edward (Ed) Whitfield",1943,NA,"Ed Whitfield",2009,2010,64,NA,NA,NA,NA
111,"LA","D","Mary L. Landrieu",1955,NA,"Mary Landrieu",2009,2010,52,NA,NA,NA,NA
111,"LA","D","Charles J. Melancon",1947,NA,"Charles Melancon",2009,2010,60,NA,NA,NA,NA
111,"LA","R","Rodney Alexander",1946,NA,"Rodney Alexander",2009,2010,61,NA,NA,NA,NA
111,"LA","R","Charles W. Boustany",1956,NA,"Charles Boustany",2009,2010,51,NA,NA,NA,NA
111,"LA","R","Anh (Joseph) Cao",1967,NA,"Joseph Cao",2009,2010,40,NA,NA,NA,NA
111,"LA","R","Bill Cassidy",1957,NA,"Bill Cassidy",2009,2010,50,NA,NA,NA,NA
111,"LA","R","John Fleming",1951,NA,"John Fleming",2009,2010,56,NA,NA,NA,NA
111,"LA","R","Steve Scalise",1965,NA,"Steve Scalise",2009,2010,42,NA,NA,NA,NA
111,"LA","R","David Vitter",1961,NA,"David Vitter",2009,2010,46,NA,NA,NA,NA
111,"MA","D","Michael Everett Capuano",1952,NA,"Michael Capuano",2009,2010,55,NA,NA,NA,NA
111,"MA","D","Bill Delahunt",1941,NA,"Bill Delahunt",2009,2010,66,NA,NA,NA,NA
111,"MA","D","Barney Frank",1940,NA,"Barney Frank",2009,2010,67,NA,NA,NA,NA
111,"MA","D","Edward Moore (Ted) Kennedy",1932,2009,"Ted Kennedy",2009,2010,75,NA,NA,NA,NA
111,"MA","D","John Forbes Kerry",1943,NA,"John Kerry",2009,2010,64,NA,NA,NA,NA
111,"MA","D","Paul G. Kirk Jr.",1938,NA,"Paul Kirk",2009,2010,69,NA,NA,NA,NA
111,"MA","D","Stephen F. Lynch",1955,NA,"Stephen Lynch",2009,2010,52,NA,NA,NA,NA
111,"MA","D","Edward John Markey",1946,NA,"Edward Markey",2009,2010,61,NA,NA,NA,NA
111,"MA","D","James P. Mcgovern",1959,NA,"James Mcgovern",2009,2010,48,NA,NA,NA,NA
111,"MA","D","Richard Edmund Neal",1949,NA,"Richard Neal",2009,2010,58,NA,NA,NA,NA
111,"MA","D","John Walter Olver",1936,NA,"John Olver",2009,2010,71,NA,NA,NA,NA
111,"MA","D","John F. Tierney",1951,NA,"John Tierney",2009,2010,56,NA,NA,NA,NA
111,"MA","D","Nicola S. (Niki) Tsongas",1946,NA,"Niki Tsongas",2009,2010,61,NA,NA,NA,NA
111,"MA","R","Scott P. Brown",1959,NA,"Scott Brown",2009,2010,48,NA,NA,NA,NA
111,"MD","D","Benjamin Louis Cardin",1943,NA,"Benjamin Cardin",2009,2010,64,NA,NA,NA,NA
111,"MD","D","Elijah Eugene Cummings",1951,NA,"Elijah Cummings",2009,2010,56,NA,NA,NA,NA
111,"MD","D","Donna F. Edwards",1958,NA,"Donna Edwards",2009,2010,49,NA,NA,NA,NA
111,"MD","D","Steny Hamilton Hoyer",1939,NA,"Steny Hoyer",2009,2010,68,NA,NA,NA,NA
111,"MD","D","Frank M. Kratovil Jr.",1968,NA,"Frank Kratovil",2009,2010,39,NA,NA,NA,NA
111,"MD","D","Barbara Ann Mikulski",1936,NA,"Barbara Mikulski",2009,2010,71,NA,NA,NA,NA
111,"MD","D","C. A. (Dutch) Ruppersberger",1946,NA,"Dutch Ruppersberger",2009,2010,61,NA,NA,NA,NA
111,"MD","D","John Sarbanes",1962,NA,"John Sarbanes",2009,2010,45,NA,NA,NA,NA
111,"MD","D","Christopher Van Hollen",1959,NA,"Christopher Van Hollen",2009,2010,48,NA,NA,NA,NA
111,"MD","R","Roscoe Gardner Bartlett",1926,NA,"Roscoe Bartlett",2009,2010,81,NA,NA,NA,NA
111,"ME","D","Michael H. Michaud",1955,NA,"Michael Michaud",2009,2010,52,NA,NA,NA,NA
111,"ME","D","Chellie Pingree",1955,NA,"Chellie Pingree",2009,2010,52,NA,NA,NA,NA
111,"ME","R","Susan Margaret Collins",1952,NA,"Susan Collins",2009,2010,55,NA,NA,NA,NA
111,"ME","R","Olympia Jean Snowe",1947,NA,"Olympia Snowe",2009,2010,60,NA,NA,NA,NA
111,"MI","D","John Conyers Jr.",1929,NA,"John Conyers",2009,2010,78,NA,NA,NA,NA
111,"MI","D","John David Dingell Jr.",1926,NA,"John Dingell",2009,2010,81,NA,NA,NA,NA
111,"MI","D","Dale Edward Kildee",1929,NA,"Dale Kildee",2009,2010,78,NA,NA,NA,NA
111,"MI","D","Carolyn Cheeks Kilpatrick",1945,NA,"Carolyn Kilpatrick",2009,2010,62,NA,NA,NA,NA
111,"MI","D","Sander Martin Levin",1931,NA,"Sander Levin",2009,2010,76,NA,NA,NA,NA
111,"MI","D","Carl Levin",1934,NA,"Carl Levin",2009,2010,73,NA,NA,NA,NA
111,"MI","D","Gary C. Peters",1958,NA,"Gary Peters",2009,2010,49,NA,NA,NA,NA
111,"MI","D","Mark H. Schauer",1961,NA,"Mark Schauer",2009,2010,46,NA,NA,NA,NA
111,"MI","D","Deborah Ann Stabenow",1950,NA,"Deborah Stabenow",2009,2010,57,NA,NA,NA,NA
111,"MI","D","Bart T. Stupak",1952,NA,"Bart Stupak",2009,2010,55,NA,NA,NA,NA
111,"MI","R","David Lee Camp",1953,NA,"David Camp",2009,2010,54,NA,NA,NA,NA
111,"MI","R","Vernon James Ehlers",1934,NA,"Vernon Ehlers",2009,2010,73,NA,NA,NA,NA
111,"MI","R","Peter Hoekstra",1953,NA,"Peter Hoekstra",2009,2010,54,NA,NA,NA,NA
111,"MI","R","Thaddeus George Mccotter",1965,NA,"Thaddeus Mccotter",2009,2010,42,NA,NA,NA,NA
111,"MI","R","Candice S. Miller",1954,NA,"Candice Miller",2009,2010,53,NA,NA,NA,NA
111,"MI","R","Mike Rogers",1963,NA,"Mike Rogers",2009,2010,44,NA,NA,NA,NA
111,"MI","R","Frederick Stephen Upton",1953,NA,"Frederick Upton",2009,2010,54,NA,NA,NA,NA
111,"MN","D","Keith Ellison",1963,NA,"Keith Ellison",2009,2010,44,NA,NA,NA,NA
111,"MN","D","Al Franken",1951,NA,"Al Franken",2009,2010,56,NA,NA,NA,NA
111,"MN","D","Amy Klobuchar",1960,NA,"Amy Klobuchar",2009,2010,47,NA,NA,NA,NA
111,"MN","D","Betty Mccollum",1954,NA,"Betty Mccollum",2009,2010,53,NA,NA,NA,NA
111,"MN","D","James Louis Oberstar",1934,2014,"James Oberstar",2009,2010,73,NA,NA,NA,NA
111,"MN","D","Collin Clark Peterson",1944,NA,"Collin Peterson",2009,2010,63,NA,NA,NA,NA
111,"MN","D","Tim Walz",1964,NA,"Tim Walz",2009,2010,43,NA,NA,NA,NA
111,"MN","R","Michele Bachmann",1956,NA,"Michele Bachmann",2009,2010,51,NA,NA,NA,NA
111,"MN","R","John Kline",1947,NA,"John Kline",2009,2010,60,NA,NA,NA,NA
111,"MN","R","Erik Paulsen",1965,NA,"Erik Paulsen",2009,2010,42,NA,NA,NA,NA
111,"MO","D","Russ Carnahan",1958,NA,"Russ Carnahan",2009,2010,49,NA,NA,NA,NA
111,"MO","D","William Lacy Clay Jr.",1956,NA,"William Clay",2009,2010,51,NA,NA,NA,NA
111,"MO","D","Emanuel Cleaver",1944,NA,"Emanuel Cleaver",2009,2010,63,NA,NA,NA,NA
111,"MO","D","Claire Mccaskill",1953,NA,"Claire Mccaskill",2009,2010,54,NA,NA,NA,NA
111,"MO","D","Isaac Newton Skelton",1931,2013,"Isaac Skelton",2009,2010,76,NA,NA,NA,NA
111,"MO","R","W. Todd Akin",1947,NA,"W. Akin",2009,2010,60,NA,NA,NA,NA
111,"MO","R","Roy Blunt",1950,NA,"Roy Blunt",2009,2010,57,NA,NA,NA,NA
111,"MO","R","Christopher Samuel (Kit) Bond",1939,NA,"Kit Bond",2009,2010,68,NA,NA,NA,NA
111,"MO","R","Jo Ann Emerson",1950,NA,"Jo Emerson",2009,2010,57,NA,NA,NA,NA
111,"MO","R","Samuel Graves",1963,NA,"Samuel Graves",2009,2010,44,NA,NA,NA,NA
111,"MO","R","Blaine Luetkemeyer",1952,NA,"Blaine Luetkemeyer",2009,2010,55,NA,NA,NA,NA
111,"MS","D","Travis W. Childers",1958,NA,"Travis Childers",2009,2010,49,NA,NA,NA,NA
111,"MS","D","Gary Eugene (Gene) Taylor",1953,NA,"Gene Taylor",2009,2010,54,NA,NA,NA,NA
111,"MS","D","Bennie Thompson",1948,NA,"Bennie Thompson",2009,2010,59,NA,NA,NA,NA
111,"MS","R","William Thad Cochran",1937,NA,"William Cochran",2009,2010,70,NA,NA,NA,NA
111,"MS","R","Gregg Harper",1956,NA,"Gregg Harper",2009,2010,51,NA,NA,NA,NA
111,"MS","R","Roger F. Wicker",1951,NA,"Roger Wicker",2009,2010,56,NA,NA,NA,NA
111,"MT","D","Max Sieben Baucus",1941,NA,"Max Baucus",2009,2010,66,NA,NA,NA,NA
111,"MT","D","Jon Tester",1956,NA,"Jon Tester",2009,2010,51,NA,NA,NA,NA
111,"MT","R","Denny Rehberg",1955,NA,"Denny Rehberg",2009,2010,52,NA,NA,NA,NA
111,"NC","D","George Kenneth Butterfield",1947,NA,"George Butterfield",2009,2010,60,NA,NA,NA,NA
111,"NC","D","Bobby R. Etheridge",1941,NA,"Bobby Etheridge",2009,2010,66,NA,NA,NA,NA
111,"NC","D","Kay Hagan",1953,NA,"Kay Hagan",2009,2010,54,NA,NA,NA,NA
111,"NC","D","Larry Kissell",1951,NA,"Larry Kissell",2009,2010,56,NA,NA,NA,NA
111,"NC","D","Mike Mcintyre",1956,NA,"Mike Mcintyre",2009,2010,51,NA,NA,NA,NA
111,"NC","D","Brad Miller",1953,NA,"Brad Miller",2009,2010,54,NA,NA,NA,NA
111,"NC","D","David Eugene Price",1940,NA,"David Price",2009,2010,67,NA,NA,NA,NA
111,"NC","D","Heath Shuler",1971,NA,"Heath Shuler",2009,2010,36,NA,NA,NA,NA
111,"NC","D","Melvin L. Watt",1945,NA,"Melvin Watt",2009,2010,62,NA,NA,NA,NA
111,"NC","R","Richard M. Burr",1955,NA,"Richard Burr",2009,2010,52,NA,NA,NA,NA
111,"NC","R","Howard Coble",1931,2015,"Howard Coble",2009,2010,76,NA,NA,NA,NA
111,"NC","R","Virginia Ann Foxx",1943,NA,"Virginia Foxx",2009,2010,64,NA,NA,NA,NA
111,"NC","R","Walter Beaman Jones Jr.",1943,NA,"Walter Jones",2009,2010,64,NA,NA,NA,NA
111,"NC","R","Patrick T. Mchenry",1975,NA,"Patrick Mchenry",2009,2010,32,NA,NA,NA,NA
111,"NC","R","Sue Myrick",1941,NA,"Sue Myrick",2009,2010,66,NA,NA,NA,NA
